mu phi sigma rho nu
-0.3810 0.9474 0.1914 -0.3073 13
-0.4135 0.9241 0.2348 -0.4347 15
-0.4395 0.9601 0.1816 -0.4272 11
-0.3652 0.9535 0.2030 -0.2921 16
-0.4083 0.9779 0.1465 -0.3490 11
-0.4058 0.9589 0.1646 -0.3024 11
-0.3223 0.9813 0.1289 -0.3277 18
-0.3856 0.9517 0.1886 -0.4106 11
-0.3691 0.9686 0.1469 -0.2967 16
-0.4056 0.9632 0.1586 -0.3093 12
-0.4377 0.9807 0.1155 -0.3100 11
-0.4665 0.9670 0.1729 -0.4538 9
-0.4727 0.9693 0.1580 -0.3769 7
-0.3452 0.9747 0.1464 -0.3745 14
-0.2261 0.9563 0.1812 -0.3546 23
-0.4580 0.9511 0.1856 -0.1720 10
-0.4599 0.9686 0.1569 -0.2663 11
-0.4004 0.9677 0.1611 -0.2207 12
-0.4524 0.9702 0.1490 -0.2065 11
-0.3641 0.9626 0.1555 -0.1749 16
-0.4077 0.9572 0.1891 -0.3617 22
-0.3472 0.9644 0.1630 -0.3655 12
-0.4390 0.9770 0.1306 -0.3035 9
-0.4307 0.9722 0.1475 -0.3235 12
-0.3497 0.9525 0.1767 -0.3625 12
-0.4068 0.9603 0.1824 -0.4535 15
-0.4069 0.9620 0.1611 -0.3424 12
-0.3818 0.9665 0.1602 -0.2333 26
-0.3453 0.9358 0.2081 -0.4507 24
-0.4257 0.9656 0.1637 -0.4518 10
-0.3921 0.9504 0.1881 -0.2651 18
-0.3684 0.9455 0.2332 -0.4633 12
-0.3330 0.9605 0.1660 -0.2555 17
-0.3558 0.9535 0.1828 -0.3803 16
-0.3331 0.9503 0.1898 -0.3043 28
-0.4965 0.9749 0.1402 -0.3631 9
-0.3836 0.9726 0.1535 -0.4269 11
-0.4819 0.9637 0.1605 -0.4404 10
-0.3288 0.9494 0.1805 -0.2196 16
-0.3550 0.9587 0.1617 -0.3319 10
-0.4293 0.9645 0.1531 -0.4202 9
-0.4724 0.9725 0.1295 -0.3722 9
-0.4921 0.9300 0.2062 -0.2900 9
-0.4291 0.9695 0.1496 -0.2995 9
-0.4634 0.9696 0.1492 -0.2410 11
-0.3745 0.9641 0.1714 -0.3635 12
-0.3545 0.9660 0.1661 -0.4379 14
-0.4188 0.9733 0.1457 -0.2459 10
-0.3549 0.9601 0.1856 -0.3976 9
-0.3999 0.9663 0.1768 -0.2522 13
-0.4129 0.9462 0.2043 -0.2955 9
-0.3587 0.9608 0.1759 -0.3942 17
-0.4022 0.9387 0.2224 -0.3903 12
-0.4632 0.9665 0.1583 -0.2228 10
-0.4491 0.9361 0.2035 -0.4859 10
-0.4233 0.9570 0.1960 -0.3271 11
-0.3901 0.9608 0.1570 -0.3495 9
-0.3742 0.9283 0.2483 -0.3583 15
-0.3906 0.9702 0.1440 -0.3388 11
-0.4168 0.9485 0.1943 -0.2200 10
-0.3847 0.9759 0.1510 -0.2164 12
-0.3806 0.9479 0.2167 -0.3910 19
-0.4310 0.9459 0.1734 -0.2155 9
-0.2639 0.9519 0.2091 -0.3242 22
-0.4068 0.9578 0.1967 -0.4042 12
-0.4183 0.9654 0.1471 -0.2152 11
-0.4543 0.9708 0.1431 -0.2784 8
-0.3107 0.9596 0.1771 -0.3225 15
-0.3723 0.9768 0.1359 -0.1663 13
-0.3101 0.9667 0.1555 -0.3218 16
-0.4329 0.9574 0.1799 -0.2263 10
-0.3951 0.9759 0.1375 -0.1924 12
-0.4152 0.9593 0.1817 -0.2802 12
-0.2686 0.9592 0.1661 -0.4101 34
-0.3924 0.9734 0.1432 -0.2066 14
-0.3776 0.9710 0.1491 -0.2639 11
-0.4389 0.9556 0.1827 -0.3497 12
-0.4238 0.9754 0.1394 -0.2905 11
-0.4638 0.9616 0.1668 -0.2936 9
-0.3953 0.9440 0.1860 -0.3622 17
-0.5093 0.9702 0.1440 -0.2252 10
-0.4155 0.9733 0.1451 -0.3162 15
-0.3594 0.9488 0.2276 -0.3232 20
-0.3898 0.9777 0.1396 -0.3512 13
-0.4172 0.9639 0.1664 -0.3838 13
-0.4542 0.9514 0.2044 -0.3295 11
-0.4825 0.9561 0.1784 -0.3007 10
-0.3239 0.9665 0.1428 -0.3108 20
-0.3487 0.9677 0.1528 -0.3218 15
-0.4905 0.9662 0.1589 -0.2787 9
-0.4225 0.9490 0.1933 -0.3583 11
-0.4461 0.9403 0.2213 -0.2339 10
-0.4572 0.9674 0.1533 -0.2473 9
-0.3376 0.9643 0.1611 -0.4055 14
-0.3573 0.9621 0.1667 -0.3381 15
-0.4501 0.9682 0.1278 -0.3252 9
-0.4069 0.9627 0.1648 -0.3422 12
-0.4824 0.9779 0.1388 -0.3109 10
-0.4581 0.9617 0.1696 -0.2831 10
-0.2954 0.9658 0.1671 -0.3256 17
-0.4186 0.9749 0.1339 -0.2663 11
-0.3859 0.9597 0.1806 -0.2661 12
-0.3789 0.9669 0.1654 -0.3803 12
-0.3646 0.9626 0.1760 -0.1406 16
-0.4573 0.9490 0.1919 -0.3182 11
-0.4983 0.9450 0.1959 -0.4352 13
-0.3147 0.9628 0.1904 -0.4073 26
-0.4698 0.9655 0.1660 -0.2513 10
-0.4646 0.9659 0.1433 -0.1687 10
-0.4756 0.9641 0.1701 -0.3788 9
-0.3825 0.9588 0.1666 -0.3772 11
-0.3631 0.9616 0.1765 -0.3959 18
-0.3426 0.9446 0.2073 -0.4095 28
-0.4557 0.9668 0.1742 -0.4973 10
-0.3111 0.9610 0.1724 -0.2270 23
-0.3966 0.9752 0.1368 -0.4448 12
-0.4072 0.9618 0.1708 -0.2080 11
-0.4331 0.9582 0.1682 -0.3423 10
-0.4125 0.9693 0.1684 -0.3114 17
-0.4113 0.9525 0.1712 -0.2332 14
-0.4943 0.9591 0.1629 -0.3211 9
-0.3770 0.9557 0.2069 -0.3162 12
-0.3094 0.9699 0.1654 -0.2574 20
-0.4254 0.9627 0.1588 -0.2632 9
-0.4304 0.9586 0.1554 -0.2691 12
-0.4569 0.9575 0.1840 -0.2551 15
-0.3443 0.9462 0.2046 -0.4290 24
-0.4143 0.9766 0.1100 -0.2832 9
-0.3630 0.9657 0.1612 -0.3630 11
-0.3354 0.9465 0.1949 -0.4342 18
-0.4966 0.9691 0.1497 -0.3728 12
-0.4829 0.9506 0.1898 -0.4997 11
-0.4557 0.9636 0.1362 -0.5404 9
-0.3773 0.9456 0.2269 -0.2778 21
-0.4727 0.9681 0.1750 -0.3004 10
-0.3895 0.9609 0.1884 -0.4060 16
-0.3444 0.9417 0.2031 -0.5258 13
-0.3376 0.9763 0.1452 -0.3215 15
-0.3890 0.9634 0.1740 -0.3077 13
-0.3915 0.9387 0.2352 -0.4336 16
-0.3185 0.9675 0.1606 -0.3620 16
-0.3539 0.9674 0.1523 -0.3962 11
-0.4661 0.9721 0.1437 -0.3244 9
-0.3295 0.9690 0.1544 -0.3853 12
-0.4885 0.9546 0.1895 -0.2464 11
-0.4720 0.9513 0.1806 -0.2677 8
-0.4491 0.9696 0.1372 -0.2581 8
-0.4357 0.9618 0.1612 -0.3826 11
-0.2887 0.9442 0.2086 -0.2204 35
-0.3343 0.9615 0.1693 -0.2982 26
-0.3560 0.9503 0.1921 -0.2397 10
-0.3930 0.9687 0.1486 -0.1437 14
-0.3552 0.9468 0.2136 -0.2648 30
-0.3904 0.9614 0.1798 -0.3444 9
-0.4598 0.9666 0.1676 -0.3799 10
-0.3933 0.9697 0.1466 -0.3021 10
-0.4382 0.9544 0.1842 -0.4333 13
-0.4662 0.9466 0.1999 -0.3502 14
-0.3740 0.9495 0.2106 -0.2190 12
-0.4024 0.9730 0.1584 -0.4306 12
-0.4333 0.9502 0.1681 -0.3463 11
-0.4248 0.9549 0.1812 -0.2196 13
-0.4685 0.9647 0.1519 -0.4350 12
-0.3461 0.9692 0.1467 -0.3567 15
-0.3417 0.9578 0.2070 -0.3549 38
-0.3460 0.9619 0.1836 -0.2748 23
-0.3772 0.9566 0.1763 -0.3578 13
-0.4139 0.9547 0.1835 -0.3624 11
-0.3948 0.9580 0.1875 -0.4647 12
-0.4187 0.9574 0.1903 -0.2259 15
-0.3184 0.9653 0.1885 -0.3414 21
-0.4828 0.9648 0.1636 -0.2789 7
-0.3236 0.9456 0.1995 -0.3147 16
-0.3068 0.9513 0.1981 -0.3752 19
-0.4648 0.9703 0.1360 -0.2929 8
-0.3852 0.9481 0.1973 -0.3483 16
-0.4849 0.9549 0.1877 -0.3428 9
-0.4082 0.9507 0.2029 -0.3023 11
-0.4194 0.9604 0.1553 -0.4891 10
-0.3964 0.9546 0.1703 -0.2596 10
-0.3509 0.9530 0.2096 -0.4087 21
-0.5238 0.9622 0.1705 -0.3194 7
-0.3224 0.9630 0.1772 -0.2440 23
-0.3449 0.9718 0.1615 -0.2822 21
-0.3560 0.9605 0.1721 -0.2490 15
-0.5053 0.9708 0.1613 -0.4643 12
-0.4388 0.9721 0.1423 -0.4529 8
-0.4602 0.9568 0.1802 -0.2794 10
-0.4412 0.9599 0.1864 -0.3568 14
-0.3764 0.9469 0.2278 -0.3305 20
-0.2856 0.9449 0.2259 -0.3551 40
-0.4446 0.9515 0.1757 -0.2693 11
-0.4189 0.9760 0.1221 -0.1978 10
-0.4736 0.9567 0.1726 -0.2846 11
-0.3690 0.9670 0.1763 -0.4781 31
-0.3706 0.9716 0.1408 -0.3658 18
-0.3512 0.9568 0.1910 -0.4291 14
-0.4081 0.9469 0.1968 -0.2669 15
-0.4360 0.9676 0.1635 -0.2994 10
-0.3396 0.9426 0.2169 -0.2289 24
-0.3568 0.9624 0.1606 -0.4009 14
-0.4002 0.9542 0.1477 -0.2541 10
-0.3295 0.9709 0.1444 -0.2794 14
-0.4959 0.9635 0.1499 -0.1397 9
-0.3485 0.9670 0.1581 -0.2122 12
-0.3803 0.9526 0.1781 -0.1796 16
-0.4286 0.9583 0.1820 -0.1082 12
-0.3541 0.9687 0.1614 -0.5406 17
-0.3506 0.9688 0.1552 -0.0948 15
-0.4215 0.9527 0.2106 -0.4557 12
-0.3598 0.9422 0.1999 -0.3489 21
-0.3748 0.9408 0.2077 -0.3709 33
-0.3972 0.9558 0.2054 -0.3901 16
-0.4175 0.9794 0.1452 -0.3282 10
-0.4123 0.9543 0.1808 -0.3385 12
-0.4394 0.9642 0.1628 -0.1087 15
-0.4086 0.9464 0.2003 -0.4578 13
-0.4250 0.9605 0.1738 -0.3819 9
-0.4092 0.9634 0.1691 -0.2556 22
-0.3056 0.9620 0.1744 -0.2776 31
-0.4142 0.9631 0.1826 -0.4312 14
-0.4474 0.9697 0.1426 -0.3484 11
-0.3953 0.9566 0.1796 -0.3896 10
-0.3574 0.9631 0.1635 -0.4024 13
-0.4386 0.9506 0.1814 -0.3496 8
-0.3477 0.9714 0.1449 -0.3189 12
-0.3200 0.9567 0.1909 -0.1704 33
-0.3196 0.9605 0.1547 -0.2051 11
-0.4161 0.9698 0.1413 -0.2991 12
-0.4674 0.9653 0.1497 -0.2984 7
-0.3729 0.9653 0.1807 -0.1508 15
-0.4127 0.9624 0.1551 -0.2643 14
-0.4920 0.9641 0.1587 -0.3642 9
-0.3960 0.9662 0.1570 -0.2623 14
-0.3806 0.9646 0.1721 -0.4512 15
-0.4565 0.9682 0.1554 -0.3750 11
-0.3535 0.9485 0.1986 -0.4371 18
-0.4845 0.9699 0.1415 -0.4638 11
-0.3434 0.9601 0.1832 -0.3414 18
-0.3779 0.9637 0.1748 -0.3050 16
-0.4120 0.9672 0.1699 -0.3627 16
-0.4401 0.9563 0.1871 -0.3232 13
-0.3236 0.9767 0.1376 -0.2733 16
-0.4951 0.9703 0.1589 -0.3457 11
-0.3799 0.9680 0.1600 -0.2982 9
-0.4171 0.9536 0.1788 -0.2712 14
-0.3480 0.9610 0.1684 -0.3569 23
-0.2901 0.9624 0.1825 -0.3606 20
-0.3132 0.9552 0.1885 -0.1436 36
-0.3738 0.9695 0.1724 -0.3597 15
-0.3308 0.9728 0.1463 -0.1753 26
-0.3144 0.9589 0.1857 -0.4178 17
-0.3698 0.9677 0.1552 -0.4398 13
-0.4140 0.9341 0.2143 -0.2937 11
-0.4410 0.9615 0.1548 -0.3432 13
-0.3409 0.9441 0.1872 -0.1993 36
-0.4830 0.9654 0.1569 -0.1816 9
-0.3611 0.9716 0.1326 -0.2472 14
-0.3311 0.9712 0.1594 -0.3425 16
-0.4820 0.9614 0.1588 -0.4395 8
-0.4350 0.9623 0.1716 -0.2971 12
-0.4054 0.9372 0.2141 -0.1527 13
-0.4744 0.9570 0.1711 -0.3267 8
-0.4861 0.9621 0.1651 -0.3251 9
-0.3541 0.9538 0.1920 -0.3732 18
-0.4270 0.9641 0.1496 -0.2880 8
-0.3813 0.9515 0.1874 -0.4017 17
-0.4770 0.9197 0.2671 -0.2822 12
-0.3625 0.9593 0.1660 -0.1392 17
-0.2947 0.9622 0.1749 -0.3113 18
-0.2957 0.9783 0.1357 -0.2173 19
-0.4118 0.9592 0.1685 -0.2497 13
-0.4658 0.9691 0.1467 -0.1641 9
-0.5150 0.9654 0.1671 -0.2140 9
-0.3076 0.9790 0.1255 -0.4081 24
-0.4258 0.9732 0.1533 -0.4151 10
-0.4445 0.9620 0.1774 -0.4295 16
-0.4417 0.9701 0.1569 -0.3078 10
-0.4458 0.9510 0.1962 -0.3906 10
-0.3554 0.9563 0.1936 -0.4767 13
-0.4616 0.9690 0.1518 -0.2357 10
-0.4250 0.9494 0.1860 -0.3321 8
-0.4220 0.9699 0.1547 -0.3178 8
-0.3729 0.9648 0.1775 -0.3302 17
-0.3600 0.9746 0.1413 -0.2976 12
-0.3734 0.9598 0.1754 -0.3304 14
-0.3816 0.9593 0.1669 -0.2529 11
-0.3404 0.9688 0.1595 -0.2747 17
-0.3739 0.9707 0.1560 -0.2476 39
-0.4703 0.9656 0.1671 -0.2378 17
-0.5035 0.9653 0.1635 -0.2761 10
-0.3687 0.9699 0.1641 -0.3134 23
-0.4088 0.9732 0.1583 -0.4106 21
-0.3652 0.9716 0.1456 -0.3896 11
-0.3110 0.9661 0.1702 -0.3012 24
-0.5609 0.9624 0.1516 -0.3026 7
-0.3849 0.9716 0.1583 -0.2962 10
-0.4713 0.9640 0.1521 -0.1151 8
-0.3792 0.9540 0.1956 -0.3741 15
-0.3184 0.9631 0.1781 -0.4137 19
-0.3187 0.9718 0.1560 -0.3531 23
-0.3206 0.9669 0.1398 -0.4131 17
-0.4307 0.9518 0.1951 -0.3556 12
-0.3216 0.9660 0.1762 -0.3541 16
-0.4231 0.9584 0.1961 -0.2923 10
-0.3496 0.9593 0.1850 -0.3543 13
-0.3962 0.9582 0.1668 -0.2846 12
-0.3358 0.9539 0.1980 -0.2596 15
-0.4324 0.9708 0.1586 -0.3909 14
-0.5471 0.9731 0.1282 -0.2729 8
-0.3555 0.9516 0.1967 -0.3588 19
-0.4133 0.9491 0.2031 -0.2375 20
-0.4163 0.9583 0.1940 -0.2940 15
-0.4292 0.9572 0.1679 -0.2503 11
-0.4604 0.9721 0.1328 -0.3358 9
-0.3798 0.9456 0.2410 -0.3045 11
-0.4385 0.9711 0.1516 -0.3138 11
-0.3483 0.9570 0.1598 -0.2438 18
-0.4613 0.9599 0.1790 -0.2846 9
-0.4417 0.9686 0.1525 -0.4516 9
-0.3698 0.9765 0.1254 -0.2877 13
-0.3745 0.9694 0.1593 -0.4553 11
-0.4443 0.9627 0.1586 -0.3071 8
-0.4449 0.9172 0.2450 -0.3352 16
-0.3529 0.9690 0.1576 -0.3726 13
-0.3438 0.9626 0.1538 -0.2938 16
-0.4746 0.9492 0.2148 -0.3829 11
-0.4106 0.9646 0.1889 -0.4458 12
-0.4236 0.9660 0.1653 -0.1698 17
-0.3022 0.9558 0.1960 -0.1051 15
-0.3841 0.9491 0.2058 -0.3744 19
-0.3763 0.9668 0.1515 -0.2141 11
-0.3534 0.9568 0.1715 -0.4392 14
-0.3536 0.9619 0.1795 -0.2370 13
-0.4526 0.9665 0.1802 -0.3093 9
-0.3061 0.9478 0.2008 -0.3287 36
-0.4138 0.9626 0.1691 -0.3290 14
-0.3624 0.9727 0.1440 -0.2833 12
-0.4309 0.9547 0.1947 -0.3202 10
-0.4071 0.9738 0.1513 -0.3415 12
-0.4034 0.9593 0.1841 -0.2679 10
-0.4494 0.9771 0.1323 -0.3162 9
-0.3757 0.9543 0.1686 -0.2250 11
-0.3700 0.9688 0.1573 -0.4240 10
-0.3783 0.9640 0.1520 -0.4237 13
-0.3983 0.9758 0.1396 -0.3934 9
-0.2456 0.9369 0.2359 -0.4108 28
-0.3302 0.9596 0.1785 -0.1557 19
-0.3931 0.9718 0.1540 -0.1672 10
-0.4329 0.9682 0.1520 -0.3086 11
-0.4260 0.9603 0.1769 -0.3030 14
-0.4358 0.9657 0.1572 -0.2364 9
-0.4624 0.9548 0.1774 -0.1614 11
-0.2900 0.9594 0.1886 -0.2478 17
-0.4661 0.9571 0.1725 -0.0905 10
-0.3208 0.9567 0.1878 -0.3475 24
-0.3254 0.9670 0.1603 -0.2808 16
-0.3446 0.9631 0.1600 -0.3156 15
-0.3891 0.9773 0.1457 -0.2422 17
-0.3362 0.9489 0.2240 -0.4870 14
-0.4751 0.9685 0.1587 -0.4564 8
-0.3651 0.9619 0.1680 -0.2444 11
-0.3386 0.9641 0.1509 -0.4162 14
-0.4424 0.9661 0.1575 -0.3616 8
-0.3269 0.9621 0.1559 -0.1808 21
-0.3947 0.9791 0.1111 -0.1888 12
-0.3596 0.9679 0.1408 -0.1871 12
-0.3962 0.9661 0.1552 -0.1470 19
-0.3875 0.9703 0.1549 -0.1773 13
-0.4341 0.9649 0.1738 -0.4787 10
-0.3309 0.9692 0.1555 -0.3293 26
-0.3918 0.9501 0.1912 -0.4669 10
-0.3478 0.9798 0.1308 -0.3409 13
-0.3790 0.9447 0.2223 -0.3421 15
-0.3999 0.9658 0.1622 -0.4624 10
-0.5335 0.9681 0.1695 -0.2322 7
-0.3866 0.9438 0.2103 -0.3220 16
-0.3548 0.9641 0.1645 -0.2862 11
-0.4530 0.9428 0.1942 -0.1724 10
-0.4012 0.9550 0.2057 -0.3657 11
-0.4098 0.9682 0.1622 -0.2618 12
-0.3845 0.9729 0.1347 -0.2467 12
-0.4005 0.9500 0.1918 -0.2229 14
-0.4455 0.9722 0.1472 -0.4264 11
-0.3814 0.9491 0.1932 -0.2376 16
-0.4899 0.9547 0.1776 -0.1401 9
-0.3845 0.9456 0.1863 -0.3078 13
-0.3553 0.9446 0.2314 -0.3582 13
-0.3117 0.9723 0.1604 -0.3838 17
-0.3012 0.9642 0.1516 -0.2768 18
-0.3102 0.9706 0.1614 -0.1508 12
-0.3319 0.9686 0.1591 -0.3160 12
-0.3694 0.9596 0.1671 -0.4094 13
-0.3858 0.9663 0.1773 -0.2249 13
-0.2962 0.9564 0.1910 -0.4234 23
-0.3505 0.9682 0.1674 -0.4143 16
-0.3175 0.9645 0.1588 -0.2667 18
-0.2555 0.9660 0.1700 -0.4473 38
-0.3716 0.9505 0.1930 -0.4343 22
-0.3412 0.9640 0.1583 -0.2254 12
-0.3829 0.9695 0.1444 -0.3337 12
-0.2962 0.9424 0.2173 -0.3864 28
-0.3599 0.9782 0.1425 -0.2285 10
-0.4080 0.9756 0.1301 -0.0433 14
-0.4254 0.9509 0.2072 -0.3164 11
-0.3690 0.9760 0.1474 -0.3538 15
-0.3823 0.9674 0.1701 -0.2597 17
-0.3673 0.9678 0.1673 -0.2991 15
-0.4632 0.9669 0.1495 -0.3255 9
-0.3623 0.9694 0.1555 -0.2909 11
-0.3825 0.9472 0.2004 -0.4358 21
-0.3814 0.9714 0.1375 -0.4010 10
-0.4148 0.9431 0.2264 -0.4056 11
-0.4671 0.9527 0.1640 -0.3727 10
-0.4331 0.9640 0.1767 -0.3310 17
-0.3499 0.9657 0.1682 -0.1626 20
-0.2887 0.9703 0.1524 -0.4245 21
-0.3537 0.9509 0.1838 -0.2434 15
-0.3342 0.9497 0.1969 -0.4208 16
-0.4559 0.9714 0.1311 -0.3370 8
-0.3685 0.9749 0.1353 -0.2774 12
-0.4111 0.9665 0.1633 -0.2868 15
-0.4847 0.9432 0.1847 -0.3775 9
-0.5434 0.9721 0.1498 -0.3578 8
-0.3166 0.9607 0.1752 -0.2443 25
-0.4689 0.9588 0.1836 -0.2613 9
-0.3021 0.9675 0.1648 -0.4154 20
-0.2780 0.9591 0.1678 -0.3769 16
-0.4270 0.9709 0.1536 -0.2642 11
-0.3377 0.9661 0.1788 -0.3129 18
-0.4093 0.9685 0.1634 -0.3006 9
-0.3418 0.9580 0.1922 -0.3415 20
-0.3900 0.9634 0.1548 -0.2083 11
-0.4040 0.9632 0.1855 -0.2320 12
-0.4493 0.9638 0.1504 -0.4102 10
-0.4017 0.9605 0.1684 -0.3077 15
-0.3734 0.9643 0.1643 -0.2913 18
-0.3819 0.9485 0.2059 -0.1075 16
-0.3600 0.9484 0.2023 -0.2447 23
-0.4931 0.9590 0.1567 -0.1373 8
-0.4043 0.9735 0.1526 -0.4563 12
-0.5184 0.9630 0.1638 -0.3357 9
-0.3680 0.9704 0.1435 -0.1656 11
-0.3914 0.9711 0.1511 -0.2966 11
-0.2833 0.9631 0.1859 -0.3035 26
-0.3995 0.9547 0.1905 -0.2381 11
-0.3273 0.9569 0.1975 -0.4471 21
-0.4267 0.9606 0.1695 -0.1643 13
-0.2811 0.9619 0.1859 -0.3021 23
-0.4989 0.9635 0.1505 -0.0883 8
-0.4102 0.9585 0.1664 -0.0994 9
-0.3219 0.9671 0.1489 -0.4189 12
-0.4434 0.9714 0.1419 -0.2570 13
-0.3610 0.9551 0.1885 -0.3526 19
-0.3855 0.9500 0.1898 -0.2857 12
-0.3681 0.9586 0.1588 -0.2535 10
-0.4465 0.9760 0.1347 -0.2257 9
-0.3993 0.9588 0.1807 -0.3839 14
-0.2967 0.9335 0.2224 -0.1206 33
-0.3225 0.9748 0.1261 -0.4037 15
-0.3802 0.9491 0.1953 -0.2868 22
-0.4517 0.9743 0.1567 -0.2870 11
-0.2893 0.9664 0.1484 -0.4108 15
-0.3576 0.9714 0.1534 -0.4632 13
-0.2793 0.9593 0.1761 -0.3888 29
-0.3294 0.9757 0.1237 -0.2444 13
-0.4020 0.9694 0.1473 -0.3123 10
-0.4120 0.9747 0.1477 -0.3481 10
-0.4701 0.9801 0.1313 -0.2964 9
-0.4059 0.9599 0.1752 -0.3368 13
-0.3562 0.9549 0.2033 -0.3111 18
-0.4492 0.9529 0.1947 -0.2430 15
-0.4230 0.9703 0.1644 -0.2549 11
-0.3578 0.9680 0.1673 -0.1524 11
-0.3596 0.9681 0.1717 -0.1857 12
-0.3566 0.9544 0.1904 -0.3480 15
-0.3829 0.9599 0.1668 -0.3858 11
-0.2902 0.9800 0.1475 -0.4845 18
-0.4481 0.9695 0.1545 -0.2201 12
-0.4131 0.9657 0.1555 -0.4362 16
-0.3158 0.9398 0.2028 -0.2175 19
-0.3467 0.9808 0.1228 -0.3082 24
-0.3720 0.9747 0.1511 -0.3721 12
-0.3879 0.9658 0.1499 -0.2515 20
-0.3188 0.9430 0.1877 -0.3267 17
-0.3619 0.9697 0.1641 -0.4399 16
-0.3073 0.9624 0.1722 -0.2633 15
-0.4777 0.9622 0.1620 -0.1799 9
-0.4544 0.9631 0.1537 -0.1029 11
-0.3842 0.9713 0.1530 -0.3711 14
-0.3977 0.9693 0.1447 -0.1858 14
-0.4490 0.9496 0.1657 -0.1619 9
-0.3305 0.9629 0.1652 -0.3874 13
-0.3481 0.9624 0.1583 -0.2631 14
-0.2374 0.9659 0.1707 -0.2895 31
-0.3630 0.9640 0.1623 -0.3884 14
-0.4298 0.9646 0.1573 -0.1564 11
-0.3164 0.9628 0.1868 -0.1340 21
-0.4212 0.9644 0.1526 -0.0847 11
-0.4193 0.9595 0.1571 -0.2498 10
-0.4648 0.9582 0.1899 -0.2525 8
-0.3352 0.9709 0.1708 -0.2505 17
-0.4257 0.9596 0.1858 -0.2847 10
-0.5115 0.9720 0.1484 -0.4514 8
-0.4449 0.9427 0.2155 -0.3717 11
-0.3697 0.9647 0.1662 -0.2434 17
-0.3923 0.9768 0.1367 -0.2018 15
-0.3994 0.9611 0.1762 -0.2890 12
-0.5320 0.9611 0.1857 -0.2700 7
-0.3093 0.9643 0.1536 -0.2312 14
-0.3322 0.9434 0.2083 -0.4465 13
-0.3407 0.9763 0.1502 -0.2897 17
-0.4694 0.9554 0.2013 -0.3321 10
-0.4487 0.9729 0.1430 -0.1615 10
-0.4024 0.9618 0.1648 -0.2880 9
-0.4857 0.9714 0.1429 -0.4656 10
-0.4545 0.9346 0.2258 -0.0318 8
-0.2635 0.9688 0.1435 -0.3414 20
-0.3864 0.9723 0.1504 -0.0816 13
-0.3822 0.9644 0.1604 -0.2136 14
-0.3719 0.9556 0.1938 -0.2293 13
-0.4066 0.9503 0.1942 -0.3048 14
-0.3340 0.9512 0.1979 -0.3029 40
-0.3917 0.9611 0.1782 -0.3892 10
-0.2983 0.9651 0.1598 -0.2690 23
-0.4852 0.9589 0.2007 -0.3541 8
-0.3138 0.9767 0.1430 -0.3209 11
-0.4809 0.9698 0.1351 -0.1353 9
-0.4245 0.9558 0.1735 -0.2530 12
-0.3755 0.9680 0.1591 -0.2086 18
-0.3892 0.9656 0.1573 -0.1790 11
-0.4184 0.9593 0.1633 -0.2894 18
-0.4563 0.9666 0.1367 -0.2227 9
-0.3843 0.9635 0.1784 -0.3744 16
-0.4413 0.9646 0.1727 -0.4652 13
-0.4552 0.9677 0.1516 -0.4949 9
-0.3254 0.9618 0.1638 -0.2128 16
-0.4567 0.9668 0.1569 -0.2338 9
-0.3881 0.9611 0.1672 -0.3423 12
-0.3684 0.9402 0.2113 -0.5228 14
-0.4229 0.9704 0.1310 -0.2207 13
-0.3593 0.9675 0.1586 -0.5095 11
-0.4441 0.9736 0.1382 -0.2589 11
-0.3889 0.9721 0.1477 -0.3909 13
-0.4319 0.9651 0.1542 -0.1879 12
-0.3757 0.9671 0.1626 -0.3659 11
-0.4988 0.9471 0.1953 -0.2308 8
-0.4536 0.9637 0.1835 -0.2943 10
-0.3035 0.9583 0.1808 -0.2832 36
-0.3836 0.9776 0.1216 -0.2999 14
-0.4034 0.9653 0.1658 -0.4237 11
-0.4514 0.9648 0.1629 -0.2143 13
-0.4112 0.9611 0.1871 -0.4442 13
-0.3663 0.9502 0.2122 -0.3609 20
-0.3551 0.9548 0.1541 -0.2313 13
-0.3836 0.9704 0.1509 -0.1462 24
-0.4509 0.9363 0.2270 -0.2291 21
-0.3965 0.9648 0.1868 -0.3802 15
-0.4359 0.9633 0.1603 -0.1915 8
-0.3315 0.9556 0.1569 -0.2153 13
-0.3935 0.9729 0.1529 -0.1262 11
-0.5234 0.9621 0.1668 -0.4163 8
-0.3963 0.9641 0.1500 -0.3066 11
-0.4028 0.9670 0.1654 -0.4217 11
-0.4463 0.9425 0.1997 -0.2025 8
-0.3987 0.9580 0.1944 -0.2604 11
-0.4043 0.9646 0.1462 -0.1367 11
-0.3688 0.9668 0.1654 -0.3677 13
-0.3582 0.9545 0.1845 -0.3390 14
-0.4484 0.9570 0.2096 -0.3758 12
-0.3468 0.9524 0.1838 -0.3314 12
-0.4625 0.9440 0.2086 -0.2140 16
-0.3122 0.9609 0.1733 -0.3524 18
-0.4545 0.9655 0.1615 -0.3295 11
-0.5045 0.9722 0.1369 -0.0802 9
-0.3401 0.9758 0.1275 -0.3973 16
-0.2558 0.9576 0.1823 -0.3827 43
-0.4133 0.9452 0.1901 -0.3093 19
-0.3395 0.9564 0.1790 -0.1821 17
-0.4647 0.9545 0.2030 -0.2912 14
-0.2936 0.9458 0.2050 -0.3786 28
-0.3739 0.9483 0.1988 -0.2953 21
