mu phi sigma rho nu
-0.4355 0.9698 0.1381 -0.1859 13
-0.4384 0.9710 0.1404 -0.2134 11
-0.4337 0.9705 0.1423 -0.2122 9
-0.4280 0.9673 0.1447 -0.2394 16
-0.4288 0.9678 0.1452 -0.2983 11
-0.4409 0.9667 0.1466 -0.2516 9
-0.4254 0.9704 0.1502 -0.2662 10
-0.4319 0.9702 0.1494 -0.2779 8
-0.4183 0.9700 0.1508 -0.2804 12
-0.4004 0.9657 0.1488 -0.2581 8
-0.4277 0.9660 0.1464 -0.2232 11
-0.4261 0.9673 0.1443 -0.2386 10
-0.4450 0.9708 0.1473 -0.2283 11
-0.4539 0.9709 0.1464 -0.2683 10
-0.4508 0.9708 0.1448 -0.2677 13
-0.4094 0.9664 0.1512 -0.2456 10
-0.4345 0.9719 0.1496 -0.2509 12
-0.4285 0.9707 0.1545 -0.2627 11
-0.4165 0.9700 0.1528 -0.2526 15
-0.4209 0.9665 0.1514 -0.2450 10
-0.4121 0.9719 0.1519 -0.2602 11
-0.3961 0.9705 0.1528 -0.2567 11
-0.4029 0.9706 0.1494 -0.2788 12
-0.4172 0.9679 0.1463 -0.2670 10
-0.4256 0.9686 0.1442 -0.3001 10
-0.4281 0.9737 0.1425 -0.2655 10
-0.4288 0.9750 0.1353 -0.2040 11
-0.4365 0.9726 0.1328 -0.2462 11
-0.4531 0.9712 0.1351 -0.2446 11
-0.4374 0.9747 0.1322 -0.2453 9
-0.4468 0.9736 0.1325 -0.2477 8
-0.4390 0.9739 0.1304 -0.3062 11
-0.4584 0.9763 0.1310 -0.3431 12
-0.4626 0.9769 0.1302 -0.3338 12
-0.4401 0.9745 0.1281 -0.3416 8
-0.4461 0.9747 0.1261 -0.3405 9
-0.4318 0.9771 0.1310 -0.3934 10
-0.4408 0.9747 0.1280 -0.3558 8
-0.4338 0.9772 0.1305 -0.3422 7
-0.4232 0.9762 0.1331 -0.3390 8
-0.4354 0.9762 0.1305 -0.3531 15
-0.4192 0.9774 0.1269 -0.3340 8
-0.3987 0.9771 0.1295 -0.2829 14
-0.3968 0.9762 0.1281 -0.2303 9
-0.4453 0.9754 0.1341 -0.2040 12
-0.4090 0.9756 0.1314 -0.2431 11
-0.4207 0.9755 0.1306 -0.2544 9
-0.4145 0.9719 0.1389 -0.2461 10
-0.4140 0.9748 0.1381 -0.2373 10
-0.4108 0.9726 0.1301 -0.2255 9
-0.4174 0.9778 0.1332 -0.2051 10
-0.4369 0.9752 0.1348 -0.1670 12
-0.4338 0.9754 0.1321 -0.2095 12
-0.4176 0.9734 0.1325 -0.2097 9
-0.4042 0.9707 0.1342 -0.2035 14
-0.4214 0.9724 0.1299 -0.2277 10
-0.4027 0.9728 0.1245 -0.2209 9
-0.4219 0.9747 0.1244 -0.2338 11
-0.4113 0.9743 0.1291 -0.2179 8
-0.4135 0.9712 0.1296 -0.2197 10
-0.4362 0.9750 0.1332 -0.1756 9
-0.3962 0.9686 0.1361 -0.1786 8
-0.4324 0.9745 0.1353 -0.1542 9
-0.4167 0.9747 0.1344 -0.1798 10
-0.4094 0.9702 0.1317 -0.1947 9
-0.4226 0.9755 0.1330 -0.1874 9
-0.4300 0.9743 0.1351 -0.2073 9
-0.4238 0.9732 0.1375 -0.1789 10
-0.4177 0.9745 0.1395 -0.1929 9
-0.4271 0.9728 0.1391 -0.1020 12
-0.4283 0.9679 0.1414 -0.1407 10
-0.4054 0.9665 0.1449 -0.1529 10
-0.4455 0.9699 0.1434 -0.1465 10
-0.4155 0.9659 0.1492 -0.2015 11
-0.4286 0.9697 0.1468 -0.2007 9
-0.4238 0.9657 0.1544 -0.2132 11
-0.4365 0.9638 0.1514 -0.2021 8
-0.4214 0.9647 0.1590 -0.2301 9
-0.4358 0.9632 0.1568 -0.1894 8
-0.4455 0.9640 0.1559 -0.2125 9
-0.4399 0.9631 0.1527 -0.1814 9
-0.4433 0.9661 0.1507 -0.1975 8
-0.4297 0.9701 0.1526 -0.1968 10
-0.4247 0.9652 0.1554 -0.1668 9
-0.4309 0.9631 0.1538 -0.1809 9
-0.4610 0.9643 0.1570 -0.2109 7
-0.4411 0.9641 0.1620 -0.2330 9
-0.4198 0.9624 0.1692 -0.2603 8
-0.4181 0.9621 0.1642 -0.2361 11
-0.4334 0.9621 0.1681 -0.2122 10
-0.4302 0.9614 0.1716 -0.2424 11
-0.4212 0.9625 0.1703 -0.2417 10
-0.4364 0.9621 0.1669 -0.2383 8
-0.4116 0.9621 0.1615 -0.2107 13
-0.4076 0.9638 0.1607 -0.1840 10
-0.4156 0.9621 0.1615 -0.2102 9
-0.4131 0.9628 0.1624 -0.2348 10
-0.4184 0.9632 0.1614 -0.2540 11
-0.4267 0.9676 0.1570 -0.2865 10
-0.4254 0.9696 0.1546 -0.2752 10
-0.4220 0.9651 0.1568 -0.3023 11
-0.4291 0.9693 0.1602 -0.2891 8
-0.3709 0.9632 0.1642 -0.3057 10
-0.4036 0.9682 0.1594 -0.3020 11
-0.3803 0.9640 0.1627 -0.3125 9
-0.4322 0.9647 0.1593 -0.3152 10
-0.4162 0.9651 0.1618 -0.3250 9
-0.4275 0.9692 0.1582 -0.3202 9
-0.4174 0.9699 0.1568 -0.3562 9
-0.4118 0.9666 0.1585 -0.3325 9
-0.4250 0.9708 0.1561 -0.3355 9
-0.4183 0.9666 0.1520 -0.3384 9
-0.4416 0.9672 0.1565 -0.3402 15
-0.4382 0.9652 0.1598 -0.3434 13
-0.4193 0.9651 0.1620 -0.3424 7
-0.4183 0.9660 0.1619 -0.3553 9
-0.4195 0.9657 0.1629 -0.3343 11
-0.4423 0.9642 0.1616 -0.3211 11
-0.4452 0.9651 0.1616 -0.3229 11
-0.4655 0.9649 0.1610 -0.3499 11
-0.4512 0.9658 0.1634 -0.3708 10
-0.4484 0.9625 0.1589 -0.3576 10
-0.4455 0.9594 0.1672 -0.3537 8
-0.4773 0.9626 0.1660 -0.3453 8
-0.4680 0.9633 0.1620 -0.2991 10
-0.4765 0.9632 0.1589 -0.3498 9
-0.4784 0.9648 0.1554 -0.3300 8
-0.4925 0.9668 0.1551 -0.3745 9
-0.4820 0.9681 0.1520 -0.3446 8
-0.4810 0.9685 0.1520 -0.3620 9
-0.4637 0.9661 0.1520 -0.3312 8
-0.4806 0.9663 0.1601 -0.3464 8
-0.4766 0.9657 0.1584 -0.3442 8
-0.4684 0.9663 0.1591 -0.3376 10
-0.4897 0.9658 0.1550 -0.3566 10
-0.4649 0.9683 0.1534 -0.3348 8
-0.4684 0.9672 0.1549 -0.2877 12
-0.4666 0.9661 0.1590 -0.3396 9
-0.4539 0.9647 0.1610 -0.3476 8
-0.4728 0.9642 0.1588 -0.3670 10
-0.4778 0.9657 0.1676 -0.3595 9
-0.4732 0.9692 0.1617 -0.3505 8
-0.4870 0.9658 0.1624 -0.3342 11
-0.4819 0.9702 0.1615 -0.3475 10
-0.4368 0.9658 0.1602 -0.3517 7
-0.4827 0.9662 0.1659 -0.3509 9
-0.4839 0.9696 0.1598 -0.3338 10
-0.4762 0.9657 0.1537 -0.3076 9
-0.4703 0.9665 0.1547 -0.3238 11
-0.4822 0.9671 0.1572 -0.3652 8
-0.4704 0.9665 0.1591 -0.3771 13
-0.4701 0.9676 0.1577 -0.3662 10
-0.4398 0.9668 0.1586 -0.3811 9
-0.4626 0.9667 0.1614 -0.3484 8
-0.4705 0.9654 0.1627 -0.3353 12
-0.4906 0.9657 0.1670 -0.3687 10
-0.4664 0.9659 0.1645 -0.3690 11
-0.4618 0.9654 0.1691 -0.3853 10
-0.4901 0.9627 0.1711 -0.4021 10
-0.4878 0.9582 0.1717 -0.4151 9
-0.4863 0.9631 0.1645 -0.3590 8
-0.4557 0.9638 0.1619 -0.3595 12
-0.4778 0.9665 0.1624 -0.4347 10
-0.4816 0.9657 0.1649 -0.3984 7
-0.4462 0.9612 0.1699 -0.3777 7
-0.4424 0.9648 0.1618 -0.3823 9
-0.4505 0.9647 0.1590 -0.3945 10
-0.4612 0.9628 0.1581 -0.4355 9
-0.4803 0.9670 0.1573 -0.4400 9
-0.4705 0.9666 0.1642 -0.4428 11
-0.4770 0.9662 0.1573 -0.4412 11
-0.4855 0.9668 0.1612 -0.4783 9
-0.4608 0.9673 0.1616 -0.4887 10
-0.4742 0.9665 0.1578 -0.4851 8
-0.4400 0.9647 0.1532 -0.4499 9
-0.4547 0.9692 0.1592 -0.4486 10
-0.4630 0.9682 0.1521 -0.4435 10
-0.4593 0.9702 0.1504 -0.4310 8
-0.4527 0.9679 0.1495 -0.4229 8
-0.4754 0.9683 0.1529 -0.4360 8
-0.4484 0.9685 0.1537 -0.3909 11
-0.4382 0.9691 0.1530 -0.4210 9
-0.4774 0.9690 0.1533 -0.4124 9
-0.4451 0.9683 0.1581 -0.4302 9
-0.4540 0.9677 0.1554 -0.4268 12
-0.4605 0.9639 0.1580 -0.4140 10
-0.4452 0.9681 0.1560 -0.4154 9
-0.4423 0.9671 0.1577 -0.4327 10
-0.4225 0.9660 0.1601 -0.4040 12
-0.4251 0.9669 0.1553 -0.3673 9
-0.4431 0.9672 0.1608 -0.3960 9
-0.4522 0.9660 0.1589 -0.3430 11
-0.4392 0.9651 0.1533 -0.3578 8
-0.4319 0.9673 0.1548 -0.3865 9
-0.4387 0.9672 0.1493 -0.4016 9
-0.4325 0.9676 0.1488 -0.3496 12
-0.4539 0.9664 0.1514 -0.3953 10
-0.4370 0.9657 0.1494 -0.4215 10
-0.4312 0.9679 0.1486 -0.4071 10
-0.4432 0.9666 0.1521 -0.3848 9
-0.4737 0.9667 0.1516 -0.3835 11
-0.4518 0.9654 0.1494 -0.3497 9
-0.4498 0.9670 0.1513 -0.4018 10
-0.4445 0.9613 0.1585 -0.3726 8
-0.4353 0.9627 0.1580 -0.3569 10
-0.4439 0.9628 0.1540 -0.3805 10
-0.4570 0.9649 0.1516 -0.4095 10
-0.4851 0.9644 0.1502 -0.4087 9
-0.4779 0.9612 0.1524 -0.3855 9
-0.4716 0.9607 0.1515 -0.3894 9
-0.4755 0.9654 0.1473 -0.3797 10
-0.4674 0.9612 0.1474 -0.3596 11
-0.4748 0.9607 0.1434 -0.3821 8
-0.4732 0.9615 0.1470 -0.3742 8
-0.4606 0.9602 0.1440 -0.3414 9
-0.4716 0.9641 0.1463 -0.3836 12
-0.4574 0.9594 0.1500 -0.3899 11
-0.4672 0.9577 0.1509 -0.4069 10
-0.4647 0.9638 0.1480 -0.4094 12
-0.4657 0.9612 0.1486 -0.4091 10
-0.4458 0.9604 0.1502 -0.4045 10
-0.4566 0.9607 0.1531 -0.3837 11
-0.4690 0.9624 0.1516 -0.4421 9
-0.4569 0.9590 0.1523 -0.4343 9
-0.4451 0.9583 0.1501 -0.3575 9
-0.4779 0.9585 0.1561 -0.3798 10
-0.4611 0.9611 0.1574 -0.4320 11
-0.4599 0.9592 0.1510 -0.4150 8
-0.4700 0.9582 0.1506 -0.4333 10
-0.4776 0.9598 0.1531 -0.4182 11
-0.4554 0.9573 0.1531 -0.4654 13
-0.4594 0.9585 0.1533 -0.4936 11
-0.4486 0.9588 0.1540 -0.4846 11
-0.4540 0.9589 0.1527 -0.4570 11
-0.4551 0.9577 0.1509 -0.4235 12
-0.4427 0.9577 0.1505 -0.4182 9
-0.4409 0.9586 0.1460 -0.3972 10
-0.4421 0.9596 0.1444 -0.4272 11
-0.4604 0.9607 0.1485 -0.3934 8
-0.4455 0.9577 0.1533 -0.4529 10
-0.4325 0.9586 0.1565 -0.4211 10
-0.4463 0.9574 0.1467 -0.3815 13
-0.4502 0.9582 0.1441 -0.4333 13
-0.4629 0.9611 0.1434 -0.3973 9
-0.4478 0.9611 0.1496 -0.4233 9
-0.4500 0.9590 0.1506 -0.4731 9
-0.4581 0.9593 0.1501 -0.4536 11
-0.4523 0.9611 0.1550 -0.4320 11
-0.4432 0.9591 0.1583 -0.4372 9
-0.4756 0.9575 0.1589 -0.4512 8
-0.4853 0.9581 0.1588 -0.4821 9
-0.4816 0.9576 0.1575 -0.5031 10
-0.4946 0.9602 0.1557 -0.5091 8
-0.4764 0.9617 0.1555 -0.5162 9
-0.4939 0.9607 0.1569 -0.5156 8
-0.4801 0.9602 0.1559 -0.5003 8
-0.4739 0.9607 0.1571 -0.5040 8
-0.4802 0.9609 0.1525 -0.4801 12
-0.4644 0.9604 0.1540 -0.4675 7
-0.4873 0.9594 0.1506 -0.4921 12
-0.4538 0.9631 0.1488 -0.4936 9
-0.4383 0.9621 0.1530 -0.4640 10
-0.4761 0.9616 0.1558 -0.4606 9
-0.4686 0.9622 0.1532 -0.4577 12
-0.4664 0.9659 0.1494 -0.4553 13
-0.4664 0.9633 0.1536 -0.4942 10
-0.4556 0.9666 0.1501 -0.4704 12
-0.4520 0.9633 0.1492 -0.5018 11
-0.4310 0.9650 0.1540 -0.5017 13
-0.4558 0.9638 0.1522 -0.4831 10
-0.4945 0.9647 0.1534 -0.4615 11
-0.4605 0.9682 0.1549 -0.4485 10
-0.4557 0.9628 0.1578 -0.4687 8
-0.4491 0.9641 0.1557 -0.4275 14
-0.4439 0.9617 0.1594 -0.4120 12
-0.4419 0.9589 0.1623 -0.4395 11
-0.4170 0.9594 0.1631 -0.4269 10
-0.4173 0.9624 0.1619 -0.4226 10
-0.4243 0.9607 0.1605 -0.4122 12
-0.4441 0.9602 0.1638 -0.4295 13
-0.4341 0.9591 0.1678 -0.4229 13
-0.4348 0.9628 0.1630 -0.4251 10
-0.4325 0.9612 0.1630 -0.4438 11
-0.4337 0.9647 0.1627 -0.4371 13
-0.4367 0.9621 0.1629 -0.4333 12
-0.4129 0.9678 0.1518 -0.4063 12
-0.4508 0.9669 0.1549 -0.3967 9
-0.4002 0.9670 0.1552 -0.3863 10
-0.3770 0.9669 0.1518 -0.3509 11
-0.4237 0.9691 0.1492 -0.3332 11
-0.4164 0.9682 0.1465 -0.3808 12
-0.3982 0.9696 0.1470 -0.4440 16
-0.3874 0.9701 0.1471 -0.3993 14
-0.4156 0.9743 0.1464 -0.4486 14
-0.4148 0.9705 0.1471 -0.4352 11
-0.4324 0.9708 0.1443 -0.4340 12
-0.4210 0.9721 0.1490 -0.4614 11
-0.4081 0.9700 0.1531 -0.4648 11
-0.4433 0.9702 0.1482 -0.4538 12
-0.4499 0.9673 0.1519 -0.4427 9
-0.4398 0.9697 0.1491 -0.4155 11
-0.4229 0.9712 0.1490 -0.4068 10
-0.4333 0.9702 0.1491 -0.4283 12
-0.4500 0.9755 0.1468 -0.4347 10
-0.4170 0.9722 0.1478 -0.4007 13
-0.4158 0.9724 0.1422 -0.3864 11
-0.4266 0.9733 0.1460 -0.3954 11
-0.4602 0.9712 0.1477 -0.4154 11
-0.4435 0.9771 0.1469 -0.4290 10
-0.4421 0.9774 0.1430 -0.4075 9
-0.4411 0.9763 0.1455 -0.4311 9
-0.4261 0.9737 0.1454 -0.4279 11
-0.4594 0.9721 0.1481 -0.4107 9
-0.4519 0.9772 0.1453 -0.4373 10
-0.4210 0.9790 0.1429 -0.4359 8
-0.4266 0.9790 0.1427 -0.4501 10
-0.4269 0.9794 0.1401 -0.3970 9
-0.4366 0.9791 0.1420 -0.4353 9
-0.4394 0.9769 0.1415 -0.4293 10
-0.4343 0.9753 0.1372 -0.4565 13
-0.4467 0.9789 0.1383 -0.4519 9
-0.4603 0.9802 0.1410 -0.4572 11
-0.4827 0.9782 0.1386 -0.4519 10
-0.4541 0.9815 0.1362 -0.3875 13
-0.4309 0.9795 0.1415 -0.3873 10
-0.4627 0.9771 0.1404 -0.4042 11
-0.4603 0.9807 0.1381 -0.4202 11
-0.4761 0.9812 0.1418 -0.4636 8
-0.4781 0.9812 0.1428 -0.4691 9
-0.4822 0.9796 0.1410 -0.4428 9
-0.4608 0.9754 0.1460 -0.4461 9
-0.4464 0.9762 0.1445 -0.4055 10
-0.4615 0.9776 0.1454 -0.4136 9
-0.4821 0.9732 0.1461 -0.4101 9
-0.4345 0.9737 0.1394 -0.3887 9
-0.4708 0.9774 0.1350 -0.3864 9
-0.4387 0.9777 0.1343 -0.4050 9
-0.4473 0.9790 0.1318 -0.3938 9
-0.4404 0.9750 0.1359 -0.3731 8
-0.4541 0.9787 0.1404 -0.4102 10
-0.4326 0.9748 0.1358 -0.3705 8
-0.4546 0.9792 0.1334 -0.3892 11
-0.4625 0.9795 0.1350 -0.3674 9
-0.4584 0.9808 0.1356 -0.4139 8
-0.4530 0.9783 0.1318 -0.4280 8
-0.4409 0.9794 0.1388 -0.4716 10
-0.4672 0.9789 0.1379 -0.4667 8
-0.4306 0.9801 0.1377 -0.4577 9
-0.4171 0.9756 0.1381 -0.4433 9
-0.4591 0.9763 0.1385 -0.4129 11
-0.4659 0.9786 0.1420 -0.4681 10
-0.4579 0.9797 0.1415 -0.4471 8
-0.4633 0.9790 0.1403 -0.4484 9
-0.4687 0.9780 0.1453 -0.4687 9
-0.4271 0.9783 0.1430 -0.4315 10
-0.4241 0.9733 0.1412 -0.4466 13
-0.4759 0.9750 0.1435 -0.5032 8
-0.4607 0.9782 0.1459 -0.4838 10
-0.4608 0.9774 0.1441 -0.4481 10
-0.4403 0.9769 0.1428 -0.4842 9
-0.4408 0.9788 0.1393 -0.4836 12
-0.4553 0.9794 0.1426 -0.5180 12
-0.4574 0.9799 0.1414 -0.4915 9
-0.4604 0.9775 0.1399 -0.4872 10
-0.4248 0.9780 0.1364 -0.4320 10
-0.4188 0.9783 0.1340 -0.4332 14
-0.4276 0.9780 0.1316 -0.3791 9
-0.4341 0.9774 0.1296 -0.3402 11
-0.4209 0.9778 0.1311 -0.3272 8
-0.4391 0.9780 0.1302 -0.3246 10
-0.4484 0.9779 0.1259 -0.3389 11
-0.4600 0.9814 0.1263 -0.2816 8
-0.4492 0.9791 0.1231 -0.2908 9
-0.4416 0.9790 0.1265 -0.2521 8
-0.4138 0.9794 0.1300 -0.2670 9
-0.4745 0.9787 0.1295 -0.2661 9
-0.4522 0.9768 0.1309 -0.2839 12
-0.4130 0.9786 0.1330 -0.2721 12
-0.4396 0.9776 0.1307 -0.2796 10
-0.4471 0.9776 0.1317 -0.2857 9
-0.4287 0.9775 0.1289 -0.3139 8
-0.4655 0.9802 0.1279 -0.3417 9
-0.4482 0.9795 0.1319 -0.3399 9
-0.4249 0.9761 0.1295 -0.3322 10
-0.4191 0.9783 0.1344 -0.3704 8
-0.4557 0.9741 0.1365 -0.3684 12
-0.4577 0.9781 0.1353 -0.3670 10
-0.4691 0.9782 0.1361 -0.3338 15
-0.4501 0.9752 0.1326 -0.3301 10
-0.4316 0.9787 0.1326 -0.2769 7
-0.4819 0.9737 0.1323 -0.3450 12
-0.4563 0.9783 0.1346 -0.3526 11
-0.4619 0.9785 0.1318 -0.3230 12
-0.4307 0.9716 0.1351 -0.2578 14
-0.4497 0.9764 0.1369 -0.2552 11
-0.4794 0.9754 0.1371 -0.2590 12
-0.4620 0.9759 0.1414 -0.2302 8
-0.4585 0.9705 0.1415 -0.2272 9
-0.4660 0.9763 0.1392 -0.2266 10
-0.4792 0.9765 0.1397 -0.2665 7
-0.4597 0.9766 0.1365 -0.2717 8
-0.4814 0.9756 0.1318 -0.2455 10
-0.4923 0.9776 0.1338 -0.2957 8
-0.4874 0.9737 0.1364 -0.3178 8
-0.4721 0.9737 0.1383 -0.2934 9
-0.4930 0.9785 0.1369 -0.2805 9
-0.4517 0.9772 0.1348 -0.3148 11
-0.4974 0.9768 0.1290 -0.3628 9
-0.4897 0.9792 0.1329 -0.3717 11
-0.4551 0.9791 0.1381 -0.3911 8
-0.4380 0.9718 0.1493 -0.3626 10
-0.4635 0.9719 0.1519 -0.3499 8
-0.4761 0.9708 0.1487 -0.3526 9
-0.4710 0.9736 0.1524 -0.3693 9
-0.4749 0.9712 0.1504 -0.3780 11
-0.4860 0.9743 0.1498 -0.3740 10
-0.4867 0.9705 0.1537 -0.4128 9
-0.4627 0.9707 0.1527 -0.3793 9
-0.4732 0.9715 0.1552 -0.3988 10
-0.4561 0.9693 0.1555 -0.4033 9
-0.4938 0.9744 0.1528 -0.3644 9
-0.4736 0.9747 0.1561 -0.3913 10
-0.4480 0.9678 0.1655 -0.4165 8
-0.4925 0.9686 0.1649 -0.4218 9
-0.4874 0.9727 0.1642 -0.4227 8
-0.4800 0.9702 0.1650 -0.4552 11
-0.4803 0.9736 0.1626 -0.4134 9
-0.4649 0.9749 0.1617 -0.4294 9
-0.4840 0.9754 0.1600 -0.4354 9
-0.4616 0.9761 0.1543 -0.3850 8
-0.5345 0.9708 0.1571 -0.3668 12
-0.4698 0.9738 0.1572 -0.3891 7
-0.5141 0.9758 0.1567 -0.4148 9
-0.4829 0.9719 0.1583 -0.3768 10
-0.4642 0.9695 0.1694 -0.3913 9
-0.4852 0.9670 0.1776 -0.3783 12
-0.4944 0.9714 0.1701 -0.3500 8
-0.4631 0.9692 0.1667 -0.3465 9
-0.4849 0.9730 0.1682 -0.3706 11
-0.4832 0.9702 0.1647 -0.3474 9
-0.4961 0.9728 0.1687 -0.3335 10
-0.4731 0.9732 0.1711 -0.3024 10
-0.4874 0.9697 0.1700 -0.3373 11
-0.4732 0.9685 0.1716 -0.3524 10
-0.5020 0.9751 0.1636 -0.3374 9
-0.4897 0.9736 0.1689 -0.3657 11
-0.4843 0.9755 0.1682 -0.3609 8
-0.5122 0.9766 0.1577 -0.3572 10
-0.4606 0.9739 0.1613 -0.3632 10
-0.5146 0.9743 0.1624 -0.3856 9
-0.5077 0.9726 0.1614 -0.3815 9
-0.4847 0.9768 0.1652 -0.3801 10
-0.4857 0.9769 0.1659 -0.3665 7
-0.4778 0.9763 0.1657 -0.3547 8
-0.4538 0.9769 0.1635 -0.3995 10
-0.4727 0.9767 0.1652 -0.4006 9
-0.5337 0.9775 0.1653 -0.3899 8
-0.4896 0.9726 0.1631 -0.3625 8
-0.4809 0.9727 0.1665 -0.3676 9
-0.4975 0.9766 0.1684 -0.3722 8
-0.4829 0.9706 0.1673 -0.3350 10
-0.4872 0.9758 0.1641 -0.3293 8
-0.4311 0.9763 0.1635 -0.3338 11
-0.4715 0.9719 0.1639 -0.3419 10
-0.4831 0.9760 0.1676 -0.3905 10
-0.4847 0.9756 0.1661 -0.3873 10
-0.4950 0.9755 0.1638 -0.3349 9
-0.5000 0.9712 0.1644 -0.3611 9
-0.5158 0.9754 0.1640 -0.3555 10
-0.5130 0.9755 0.1619 -0.3559 8
-0.5299 0.9749 0.1681 -0.3344 11
-0.5208 0.9736 0.1713 -0.2998 8
-0.5012 0.9698 0.1690 -0.2631 7
-0.5047 0.9692 0.1663 -0.2578 8
-0.5195 0.9697 0.1691 -0.2609 8
-0.4984 0.9692 0.1695 -0.3022 7
-0.5341 0.9700 0.1716 -0.2992 8
-0.5146 0.9744 0.1690 -0.2869 8
-0.5404 0.9699 0.1707 -0.2749 9
-0.5200 0.9702 0.1707 -0.2865 9
-0.5222 0.9737 0.1722 -0.2670 8
-0.4919 0.9718 0.1716 -0.3138 8
-0.5353 0.9753 0.1645 -0.2827 8
-0.4964 0.9712 0.1651 -0.3076 9
-0.4622 0.9734 0.1693 -0.2958 10
-0.4791 0.9747 0.1643 -0.2844 9
-0.4675 0.9705 0.1695 -0.3127 9
-0.4788 0.9698 0.1716 -0.3253 15
-0.4841 0.9692 0.1716 -0.3214 12
-0.4923 0.9690 0.1704 -0.3661 10
-0.5174 0.9669 0.1788 -0.4357 12
-0.5055 0.9671 0.1813 -0.4721 10
-0.5133 0.9674 0.1766 -0.4503 12
-0.5047 0.9662 0.1764 -0.4381 8
-0.4741 0.9736 0.1731 -0.4394 7
-0.4798 0.9737 0.1756 -0.4705 10
-0.4315 0.9684 0.1760 -0.4389 11
-0.4761 0.9737 0.1786 -0.4855 11
-0.4887 0.9708 0.1779 -0.4637 11
-0.4714 0.9702 0.1853 -0.4650 11
-0.4671 0.9666 0.1808 -0.4079 11
-0.4859 0.9730 0.1814 -0.4235 10
-0.5083 0.9666 0.1786 -0.4436 14
-0.4574 0.9668 0.1728 -0.4364 9
-0.4532 0.9700 0.1703 -0.4554 10
-0.4529 0.9705 0.1672 -0.4462 9
-0.4467 0.9751 0.1617 -0.4598 11
-0.4164 0.9721 0.1627 -0.4649 11
-0.4425 0.9720 0.1616 -0.4277 11
-0.4505 0.9739 0.1672 -0.4331 9
-0.4546 0.9695 0.1730 -0.4462 10
-0.4796 0.9741 0.1685 -0.4626 11
-0.4776 0.9741 0.1684 -0.4699 9
-0.4919 0.9712 0.1731 -0.4738 12
-0.4283 0.9682 0.1774 -0.4643 9
-0.4858 0.9673 0.1759 -0.4677 10
-0.4736 0.9681 0.1690 -0.4714 8
-0.4599 0.9694 0.1717 -0.4635 13
-0.4792 0.9724 0.1675 -0.4422 11
-0.4677 0.9745 0.1665 -0.4646 14
-0.4638 0.9733 0.1650 -0.4702 10
-0.4824 0.9697 0.1588 -0.4238 11
-0.4546 0.9714 0.1638 -0.4556 10
-0.4724 0.9749 0.1618 -0.4731 13
-0.4623 0.9714 0.1573 -0.4813 10
-0.4724 0.9719 0.1543 -0.4683 8
-0.4741 0.9752 0.1609 -0.4652 12
-0.4442 0.9713 0.1698 -0.4346 8
-0.4656 0.9731 0.1745 -0.4411 12
-0.4960 0.9698 0.1717 -0.4364 12
-0.4778 0.9682 0.1699 -0.4630 12
-0.4575 0.9702 0.1707 -0.4699 8
-0.4518 0.9734 0.1724 -0.4905 9
-0.4600 0.9735 0.1699 -0.4931 13
-0.4117 0.9690 0.1759 -0.4955 11
-0.4667 0.9674 0.1750 -0.4849 11
-0.4265 0.9682 0.1704 -0.4406 9
-0.4292 0.9663 0.1705 -0.4166 9
-0.4119 0.9659 0.1667 -0.3797 10
-0.4380 0.9718 0.1643 -0.4011 9
-0.4434 0.9681 0.1649 -0.4376 10
-0.4449 0.9683 0.1647 -0.4303 10
-0.4200 0.9686 0.1654 -0.4321 13
-0.4369 0.9680 0.1652 -0.3952 10
-0.4343 0.9668 0.1649 -0.3852 11
-0.4504 0.9665 0.1640 -0.3879 15
-0.4322 0.9679 0.1632 -0.4108 10
-0.4546 0.9684 0.1651 -0.3491 10
-0.4569 0.9663 0.1632 -0.3505 8
-0.4338 0.9683 0.1677 -0.3740 12
-0.4560 0.9659 0.1670 -0.3866 10
-0.4445 0.9658 0.1598 -0.3590 9
-0.4079 0.9673 0.1578 -0.3635 10
-0.4218 0.9670 0.1687 -0.4339 11
-0.4075 0.9680 0.1631 -0.4189 12
-0.4279 0.9673 0.1628 -0.4148 10
-0.4373 0.9676 0.1630 -0.3843 10
-0.4221 0.9673 0.1642 -0.4008 11
-0.4160 0.9676 0.1624 -0.4262 12
-0.4358 0.9671 0.1652 -0.4244 8
-0.4217 0.9722 0.1647 -0.4038 11
-0.4248 0.9676 0.1622 -0.3768 8
-0.4335 0.9673 0.1608 -0.4118 12
-0.4164 0.9671 0.1611 -0.3747 14
-0.4186 0.9690 0.1605 -0.3862 12
-0.4351 0.9722 0.1601 -0.4023 12
-0.4127 0.9680 0.1662 -0.3943 8
-0.4368 0.9731 0.1637 -0.4049 14
-0.4297 0.9672 0.1637 -0.3801 13
-0.4348 0.9654 0.1628 -0.3613 11
-0.4288 0.9651 0.1596 -0.3220 11
-0.4194 0.9673 0.1549 -0.2888 11
-0.4175 0.9712 0.1522 -0.3269 10
-0.4128 0.9675 0.1571 -0.2884 14
-0.4131 0.9654 0.1634 -0.2999 11
-0.4403 0.9641 0.1668 -0.3125 9
-0.4322 0.9645 0.1642 -0.3180 13
-0.4106 0.9654 0.1606 -0.3094 11
-0.4087 0.9662 0.1552 -0.2625 11
-0.4140 0.9660 0.1536 -0.2738 11
-0.3990 0.9710 0.1531 -0.2891 12
-0.4166 0.9683 0.1541 -0.3064 16
