mu phi sigma nu
-0.5808 0.9882 0.0996 10
-0.4012 0.9893 0.1013 11
-0.3488 0.9907 0.0992 9
-0.4925 0.9836 0.0992 11
-0.4600 0.9904 0.1001 11
-0.1087 0.9908 0.1015 9
-0.3395 0.9874 0.0989 10
-0.4456 0.9872 0.0987 11
-0.3731 0.9871 0.0964 13
-0.4238 0.9874 0.0963 9
-0.2492 0.9869 0.0966 10
-0.1290 0.9857 0.0960 10
-0.2929 0.9834 0.0938 13
-0.3984 0.9869 0.0945 9
-0.3673 0.9843 0.0947 12
-0.2356 0.9861 0.0975 11
-0.1952 0.9851 0.0979 11
-0.2484 0.9854 0.1027 11
-0.3422 0.9783 0.0988 13
-0.3221 0.9860 0.1008 9
-0.3556 0.9864 0.1038 10
0.0352 0.9940 0.1005 9
0.0042 0.9890 0.1002 9
-0.5115 0.9896 0.0995 11
-0.1184 0.9939 0.0997 8
-0.5676 0.9848 0.0977 9
-0.3366 0.9839 0.0991 11
-0.4603 0.9839 0.0952 10
-0.6356 0.9831 0.0951 11
-0.1818 0.9837 0.0978 11
-0.3409 0.9791 0.0980 8
-0.3302 0.9837 0.0990 13
-0.7061 0.9831 0.1050 8
-0.3772 0.9818 0.1025 12
-0.4969 0.9863 0.1029 11
-0.4568 0.9779 0.0999 8
-0.2852 0.9861 0.0970 11
-0.2874 0.9896 0.0932 9
-0.4317 0.9864 0.0928 10
-0.3423 0.9835 0.0903 11
-0.3128 0.9862 0.0898 11
-0.2834 0.9814 0.0923 9
-0.4906 0.9848 0.0897 9
-0.3144 0.9886 0.0932 10
-0.1971 0.9987 0.0905 10
2.1494 0.9981 0.0932 10
-1.7472 0.9965 0.0943 8
1.1680 0.9958 0.0939 10
-0.9801 0.9926 0.0960 9
-0.0549 0.9923 0.0930 19
-0.4966 0.9834 0.0919 9
-0.3551 0.9837 0.0859 14
-0.4531 0.9887 0.0874 10
-0.4275 0.9896 0.0886 12
-0.2466 0.9906 0.0875 11
-0.3228 0.9908 0.0903 10
-0.4362 0.9888 0.0918 9
-0.3891 0.9890 0.0920 12
-0.2380 0.9966 0.0914 11
0.1767 0.9886 0.0947 10
-0.5563 0.9940 0.0950 11
-0.3358 0.9821 0.0957 12
-0.2993 0.9913 0.0961 10
-0.5580 0.9884 0.0962 10
-0.2463 0.9841 0.0967 11
-0.3609 0.9841 0.0998 10
-0.1736 0.9865 0.0991 8
-0.3940 0.9892 0.0983 14
-0.3699 0.9886 0.0961 12
0.1144 0.9910 0.0942 10
-0.4029 0.9853 0.0961 11
-0.4957 0.9930 0.0943 12
-0.4359 0.9879 0.0946 9
-0.5296 0.9828 0.0955 10
-0.3508 0.9831 0.0941 10
-0.3208 0.9875 0.0941 9
-0.1596 0.9868 0.0950 10
-0.6702 0.9899 0.0945 11
-0.3930 0.9872 0.0984 11
-0.3293 0.9873 0.0952 7
-0.5883 0.9835 0.0940 11
-0.2802 0.9906 0.0940 12
-0.3278 0.9785 0.0934 10
-0.4221 0.9922 0.0909 12
0.2109 0.9893 0.0876 9
-0.0389 0.9908 0.0856 11
-0.4894 0.9865 0.0849 12
-0.3547 0.9897 0.0851 12
-0.4286 0.9865 0.0848 9
-0.2144 0.9918 0.0837 9
-0.4784 0.9867 0.0820 12
-0.4382 0.9875 0.0829 13
-0.2317 0.9892 0.0833 10
-0.2857 0.9920 0.0835 10
-0.4929 0.9925 0.0840 13
-0.1254 0.9881 0.0861 8
-0.1099 0.9873 0.0856 11
-0.5324 0.9912 0.0867 13
-0.5238 0.9860 0.0819 8
-0.1788 0.9910 0.0857 11
-0.9368 0.9954 0.0858 10
0.3028 0.9935 0.0874 10
-0.1866 0.9896 0.0876 10
-0.2548 0.9910 0.0889 11
-0.0920 0.9885 0.0852 12
-0.4667 0.9874 0.0846 11
-0.4788 0.9876 0.0847 12
-0.1427 0.9851 0.0841 13
-0.1845 0.9884 0.0846 10
-0.3490 0.9874 0.0880 14
-0.3212 0.9858 0.0873 12
-0.2908 0.9895 0.0856 12
-0.5294 0.9892 0.0889 10
-0.2890 0.9840 0.0899 8
-0.3106 0.9876 0.0897 8
-0.3425 0.9861 0.0905 9
-0.1447 0.9853 0.0914 16
-0.3476 0.9889 0.0912 12
-0.4897 0.9888 0.0913 11
-0.4493 0.9890 0.0916 10
-0.0424 0.9878 0.0941 13
-0.4404 0.9851 0.0958 11
-0.3957 0.9861 0.0922 9
-0.0501 0.9841 0.0926 13
-0.4023 0.9845 0.0908 12
-0.2907 0.9858 0.0910 9
-0.5091 0.9932 0.0920 12
-0.3819 0.9795 0.0881 10
-0.3712 0.9857 0.0855 9
-0.2061 0.9886 0.0833 10
-0.5199 0.9901 0.0855 12
-0.5528 0.9861 0.0836 11
-0.2312 0.9966 0.0824 15
-0.2312 0.9904 0.0823 11
-0.6880 0.9942 0.0780 12
-0.4961 0.9923 0.0779 13
-0.2524 0.9897 0.0756 12
-0.2943 0.9905 0.0782 13
-0.4718 0.9836 0.0821 13
-0.3739 0.9859 0.0875 15
-0.2177 0.9902 0.0850 14
-0.6495 0.9962 0.0855 10
0.7088 0.9974 0.0869 12
-1.1956 0.9970 0.0878 11
0.5791 0.9974 0.0883 9
0.3104 0.9917 0.0963 13
-0.5477 0.9875 0.0978 11
-0.1618 0.9850 0.0975 18
-0.5888 0.9876 0.0958 16
-0.2712 0.9793 0.0928 14
-0.3626 0.9880 0.0919 16
-0.1033 0.9869 0.0902 12
-0.2883 0.9820 0.0901 10
-0.3495 0.9920 0.0913 9
0.0722 0.9944 0.0902 14
-0.0834 0.9924 0.0864 11
-0.1879 0.9928 0.0892 10
-0.1382 0.9900 0.0904 11
-0.0767 0.9840 0.0894 12
-0.4345 0.9920 0.0904 11
-0.5967 0.9912 0.0909 11
-0.1125 0.9889 0.0925 11
-0.1346 0.9906 0.0914 11
-0.3717 0.9787 0.0906 11
-0.2535 0.9912 0.0907 11
-0.7309 0.9937 0.0913 11
-0.2224 0.9883 0.0928 10
-0.2638 0.9853 0.0923 10
-0.2585 0.9787 0.0915 13
-0.5595 0.9827 0.0944 13
-0.3682 0.9929 0.0929 10
-0.3102 0.9895 0.0956 9
-0.2526 0.9908 0.0930 13
-0.3983 0.9881 0.0907 11
-0.5671 0.9900 0.0927 13
-0.3858 0.9910 0.0922 15
-0.3610 0.9875 0.0927 11
-0.0569 0.9901 0.0929 9
-0.5659 0.9864 0.0865 14
-0.3183 0.9903 0.0877 12
-0.6169 0.9918 0.0895 10
-0.2232 0.9850 0.0926 12
-0.4401 0.9915 0.0945 11
-0.4661 0.9871 0.0945 14
0.0246 0.9899 0.0920 11
-0.0234 0.9896 0.0928 10
-0.3898 0.9813 0.0940 11
-0.3132 0.9918 0.0914 11
-0.6233 0.9841 0.0924 9
-0.3587 0.9872 0.0902 13
-0.1838 0.9885 0.0895 11
-0.2087 0.9861 0.0948 11
-0.3411 0.9837 0.0949 10
-0.2965 0.9852 0.0970 14
-0.3433 0.9936 0.0956 12
0.0922 0.9885 0.0958 10
-0.5124 0.9923 0.0931 12
-0.3514 0.9837 0.0968 13
-0.1818 0.9860 0.0975 10
-0.3391 0.9865 0.0929 14
-0.0855 0.9884 0.0895 12
0.0412 0.9889 0.0915 12
-0.1717 0.9873 0.0932 11
-0.3661 0.9855 0.0935 10
-0.3852 0.9839 0.0891 9
-0.4071 0.9861 0.0890 10
-0.4068 0.9894 0.0874 13
-0.0543 0.9874 0.0873 12
-0.0743 0.9901 0.0890 11
-0.5959 0.9892 0.0941 9
-0.2603 0.9895 0.0959 10
-0.3879 0.9860 0.0974 10
-0.5238 0.9860 0.0975 13
-0.5416 0.9810 0.0951 8
-0.3951 0.9845 0.0966 11
-0.6738 0.9924 0.0964 15
-0.4169 0.9865 0.0924 14
-0.4214 0.9798 0.0963 11
-0.2697 0.9779 0.0976 11
-0.3816 0.9892 0.0964 11
-0.3497 0.9796 0.0982 12
-0.2669 0.9893 0.1025 13
-0.1460 0.9958 0.1037 12
0.3660 0.9895 0.1028 13
-0.2024 0.9846 0.1016 10
-0.4554 0.9713 0.1019 13
-0.3468 0.9830 0.1027 12
-0.4077 0.9884 0.0992 12
-0.2021 0.9924 0.0994 13
-0.4505 0.9845 0.0969 10
-0.4588 0.9821 0.0949 13
-0.3863 0.9889 0.0927 10
-0.2824 0.9869 0.0931 12
-0.2818 0.9871 0.0927 10
-0.5263 0.9866 0.0900 14
-0.3763 0.9866 0.0911 12
-0.5916 0.9917 0.0894 10
-0.2811 0.9925 0.0878 12
-0.3838 0.9857 0.0896 10
-0.3580 0.9808 0.0859 14
-0.4126 0.9907 0.0844 10
-0.8900 0.9948 0.0856 11
0.0764 0.9946 0.0881 11
-0.9276 0.9922 0.0852 11
-0.2058 0.9883 0.0823 10
-0.1223 0.9958 0.0836 9
-0.4167 0.9876 0.0850 9
-0.3358 0.9901 0.0853 12
-0.5180 0.9887 0.0834 10
-0.6277 0.9869 0.0830 10
-0.4197 0.9860 0.0853 9
-0.3861 0.9864 0.0867 10
-0.5491 0.9896 0.0886 10
-0.1955 0.9919 0.0903 9
-0.2608 0.9871 0.0872 9
-0.1467 0.9868 0.0843 8
-0.4818 0.9847 0.0863 10
-0.4058 0.9921 0.0877 11
-0.4871 0.9852 0.0879 11
-0.1797 0.9939 0.0884 11
-0.2901 0.9874 0.0901 10
-0.5680 0.9893 0.0913 8
-0.2554 0.9869 0.0928 9
-0.2367 0.9861 0.0911 8
-0.3909 0.9839 0.0924 10
-0.4923 0.9881 0.0901 11
-0.7920 0.9893 0.0856 9
-0.3700 0.9830 0.0849 9
-0.5098 0.9859 0.0882 9
-0.4345 0.9856 0.0878 9
-0.3688 0.9886 0.0850 9
-0.4432 0.9858 0.0840 11
-0.0741 0.9932 0.0867 10
-0.7657 0.9890 0.0859 8
-0.0049 0.9900 0.0831 9
-0.6678 0.9894 0.0865 9
-0.3565 0.9897 0.0878 10
-0.0660 0.9898 0.0888 10
-0.2713 0.9857 0.0892 9
-0.2776 0.9879 0.0878 11
-0.3759 0.9860 0.0891 10
-0.4858 0.9810 0.0902 8
-0.2989 0.9823 0.0875 12
-0.2147 0.9810 0.0915 10
-0.4801 0.9931 0.0890 10
-0.0185 0.9898 0.0904 11
-0.3408 0.9874 0.0900 10
-0.1346 0.9883 0.0897 11
-0.4306 0.9849 0.0868 11
-0.3753 0.9840 0.0876 12
-0.3199 0.9872 0.0903 9
-0.4272 0.9764 0.0893 10
-0.4943 0.9896 0.0860 10
-0.4551 0.9848 0.0905 10
-0.2767 0.9820 0.0896 9
-0.4478 0.9844 0.0897 10
-0.3778 0.9872 0.0879 8
-0.3255 0.9906 0.0906 10
-0.3783 0.9869 0.0885 8
-0.4689 0.9918 0.0869 9
-0.4312 0.9842 0.0871 9
-0.3730 0.9900 0.0894 9
-0.4272 0.9862 0.0923 10
-0.1032 0.9870 0.0876 8
-0.2238 0.9925 0.0853 10
-0.2553 0.9846 0.0844 10
-0.4013 0.9869 0.0834 10
-0.1731 0.9943 0.0862 8
-0.0303 0.9890 0.0832 9
-0.2521 0.9865 0.0839 9
-0.1955 0.9847 0.0831 10
-0.2764 0.9861 0.0851 9
-0.4143 0.9866 0.0849 11
-0.2788 0.9871 0.0855 10
-0.4299 0.9895 0.0853 13
-0.2870 0.9873 0.0883 13
-0.6108 0.9884 0.0871 10
-0.3584 0.9892 0.0877 10
-0.4932 0.9763 0.0893 8
-0.4412 0.9885 0.0888 9
-0.3834 0.9777 0.0889 9
-0.2572 0.9851 0.0914 12
-0.4656 0.9871 0.0907 10
-0.1205 0.9893 0.0914 8
-0.3899 0.9802 0.0879 10
-0.3571 0.9835 0.0908 9
-0.3927 0.9937 0.0889 12
-0.3269 0.9901 0.0855 8
-0.3787 0.9799 0.0865 12
-0.3238 0.9781 0.0879 10
-0.1960 0.9899 0.0867 8
0.0118 0.9911 0.0859 10
-0.4596 0.9874 0.0872 11
-0.5092 0.9852 0.0904 11
-0.3479 0.9914 0.0919 9
-0.1624 0.9862 0.0920 9
-0.6576 0.9907 0.0917 10
0.0397 0.9899 0.0901 10
-0.7267 0.9843 0.0944 10
-0.6016 0.9913 0.0920 12
-0.0039 0.9888 0.0940 8
-0.3781 0.9862 0.0955 10
-0.4534 0.9821 0.0967 9
-0.4145 0.9838 0.0955 10
-0.7370 0.9927 0.0992 10
-0.1074 0.9829 0.0972 9
-0.1265 0.9866 0.1010 10
-0.1813 0.9875 0.1004 12
-0.5064 0.9845 0.1017 10
-0.4096 0.9822 0.0980 10
-0.3217 0.9858 0.1031 9
-0.4965 0.9865 0.1084 11
-0.3487 0.9833 0.1079 9
-0.3321 0.9842 0.1102 8
-0.5966 0.9857 0.1045 10
-0.4104 0.9887 0.1010 10
-0.8834 0.9908 0.1087 10
-0.1724 0.9790 0.1073 9
-0.3823 0.9864 0.1051 10
-0.4239 0.9884 0.1068 11
-0.5757 0.9794 0.1052 11
-0.2955 0.9865 0.1042 9
-0.3816 0.9865 0.1068 8
-0.2189 0.9830 0.1077 9
-0.3488 0.9847 0.1077 9
-0.5176 0.9828 0.1114 9
-0.6646 0.9788 0.1103 8
-0.5000 0.9845 0.1124 8
-0.2062 0.9833 0.1131 9
-0.2473 0.9887 0.1095 8
-0.3856 0.9806 0.1093 9
-0.5117 0.9827 0.1100 8
-0.2240 0.9871 0.1069 9
-0.6480 0.9813 0.1053 8
-0.1857 0.9902 0.1022 8
-0.3377 0.9881 0.0995 8
-0.2655 0.9904 0.1042 11
-0.1593 0.9848 0.1015 9
-0.1352 0.9843 0.1044 7
-0.6334 0.9813 0.1022 8
-0.3740 0.9836 0.1005 9
-0.5606 0.9821 0.1042 10
-0.1163 0.9838 0.1025 9
-0.5001 0.9878 0.1015 9
-0.1964 0.9795 0.1015 7
-0.5112 0.9821 0.1022 8
-0.3801 0.9897 0.1017 10
-0.4197 0.9781 0.1003 8
-0.4919 0.9845 0.0981 8
-0.4552 0.9866 0.0978 11
-0.3859 0.9714 0.1030 7
-0.4733 0.9838 0.0995 9
-0.0841 0.9826 0.1002 8
-0.2284 0.9777 0.1025 10
-0.2754 0.9827 0.1003 8
-0.3706 0.9844 0.1006 9
-0.3578 0.9821 0.0977 8
-0.5733 0.9870 0.0961 8
-0.5585 0.9809 0.0977 8
-0.3228 0.9856 0.0946 7
-0.4179 0.9882 0.0931 9
-0.3878 0.9849 0.0944 10
-0.2478 0.9866 0.0927 8
-0.4280 0.9818 0.0961 8
-0.3012 0.9870 0.1000 8
-0.1821 0.9843 0.0988 7
-0.4208 0.9840 0.0996 10
-0.4564 0.9796 0.1022 8
-0.3779 0.9811 0.1037 8
-0.5814 0.9834 0.1013 8
-0.3438 0.9814 0.1024 10
-0.3927 0.9794 0.1011 7
-0.4484 0.9796 0.1034 8
-0.5890 0.9863 0.1070 10
-0.4889 0.9766 0.1041 8
-0.3638 0.9813 0.0999 8
-0.3896 0.9789 0.0981 8
-0.5148 0.9783 0.0960 7
-0.3897 0.9786 0.0978 9
-0.3680 0.9816 0.0997 8
-0.4916 0.9773 0.1004 9
-0.5284 0.9885 0.0991 10
-0.3305 0.9825 0.0963 9
-0.5750 0.9825 0.0988 8
-0.5052 0.9842 0.0950 8
-0.2376 0.9858 0.0933 7
-0.3176 0.9850 0.0959 7
-0.2924 0.9832 0.0959 10
-0.3780 0.9847 0.0938 10
-0.2793 0.9881 0.0976 8
-0.1896 0.9906 0.0950 10
-0.5380 0.9835 0.0958 8
-0.2641 0.9849 0.0938 8
-0.7485 0.9941 0.0935 9
-0.1201 0.9890 0.0930 8
-0.1335 0.9871 0.0930 10
-0.4582 0.9834 0.0942 8
-0.4139 0.9786 0.0902 8
-0.6176 0.9896 0.0911 8
-0.5485 0.9868 0.0950 9
-0.3743 0.9878 0.0939 9
-0.5323 0.9853 0.0931 9
-0.5003 0.9874 0.0924 8
-0.6601 0.9813 0.0951 8
-0.3938 0.9807 0.0917 8
-0.3175 0.9885 0.0932 8
-0.4003 0.9873 0.0925 8
-0.1549 0.9927 0.0948 7
-0.4336 0.9813 0.0950 8
-0.4396 0.9774 0.0952 9
-0.5848 0.9857 0.0967 8
-0.5108 0.9836 0.0930 9
-0.3770 0.9823 0.0899 7
-0.4632 0.9841 0.0901 10
-0.3977 0.9804 0.0910 9
-0.3626 0.9858 0.0934 7
-0.1298 0.9923 0.0897 7
-0.2900 0.9775 0.0873 8
-0.4948 0.9899 0.0880 7
-0.6173 0.9859 0.0866 9
-0.4955 0.9796 0.0870 7
-0.5234 0.9880 0.0869 9
-0.4740 0.9904 0.0865 9
-0.2747 0.9845 0.0886 8
-0.5805 0.9840 0.0878 8
-0.4490 0.9912 0.0924 8
-0.7800 0.9874 0.0901 7
-0.0813 0.9883 0.0902 7
-0.5646 0.9869 0.0874 7
-0.6390 0.9882 0.0880 7
-0.4012 0.9874 0.0913 7
-0.4780 0.9897 0.0894 7
-0.6285 0.9918 0.0897 8
-0.2825 0.9844 0.0886 8
-0.4689 0.9900 0.0914 7
-0.1544 0.9899 0.0939 7
-0.3297 0.9813 0.0925 7
-0.5352 0.9836 0.0917 8
-0.4004 0.9834 0.0912 7
-0.3199 0.9881 0.0889 7
-0.1882 0.9918 0.0858 7
-0.4609 0.9880 0.0863 7
-0.5588 0.9899 0.0862 8
-0.1536 0.9943 0.0856 8
-0.6083 0.9865 0.0858 7
-0.3164 0.9962 0.0868 6
-0.5064 0.9869 0.0859 7
-0.3776 0.9848 0.0864 9
-0.6619 0.9899 0.0868 7
-0.5839 0.9914 0.0852 7
-0.3242 0.9843 0.0851 9
-0.2694 0.9868 0.0826 8
-0.5358 0.9851 0.0848 6
-0.7752 0.9947 0.0846 7
-0.2832 0.9894 0.0886 7
-0.4652 0.9921 0.0908 9
-0.6289 0.9859 0.0890 8
-0.4922 0.9881 0.0865 8
-0.6403 0.9830 0.0879 7
-0.3495 0.9883 0.0880 8
-0.6211 0.9851 0.0889 9
-0.4066 0.9805 0.0882 7
-0.4858 0.9858 0.0883 9
-0.2208 0.9847 0.0860 8
-0.4599 0.9852 0.0861 9
-0.4359 0.9882 0.0892 9
-0.3050 0.9886 0.0901 7
-0.5684 0.9831 0.0923 10
-0.4531 0.9882 0.0914 6
0.0262 0.9874 0.0901 7
-0.4705 0.9924 0.0909 8
-0.9912 0.9913 0.0909 7
0.0096 0.9897 0.0954 8
-0.3329 0.9813 0.0921 8
-0.5343 0.9837 0.0929 7
-0.5100 0.9862 0.0960 8
-0.4173 0.9849 0.0962 8
-0.3855 0.9852 0.0952 9
-0.2898 0.9831 0.0963 9
-0.2727 0.9890 0.0964 10
-0.5358 0.9843 0.0964 7
-0.5135 0.9884 0.0953 9
-0.1724 0.9893 0.0962 9
-0.4235 0.9759 0.0989 7
-0.3863 0.9919 0.0964 9
-0.3614 0.9884 0.0968 8
-0.4270 0.9871 0.0966 6
-0.5068 0.9867 0.0964 10
-0.5424 0.9874 0.0979 8
-0.5451 0.9858 0.0941 10
-0.3313 0.9883 0.0959 9
-0.3410 0.9917 0.0946 7
-0.4393 0.9895 0.0948 9
-0.3447 0.9807 0.0970 8
-0.2244 0.9900 0.0930 9
-0.1440 0.9901 0.0924 10
-0.3723 0.9882 0.0933 9
-0.5197 0.9838 0.0920 7
-0.4392 0.9825 0.0907 10
-0.5760 0.9885 0.0937 9
-0.2427 0.9798 0.0909 7
-0.5437 0.9817 0.0902 10
-0.3519 0.9809 0.0890 9
-0.4465 0.9813 0.0925 9
-0.4782 0.9832 0.0918 7
-0.8919 0.9906 0.0877 8
-0.0983 0.9932 0.0878 10
-0.6316 0.9826 0.0847 7
-0.4476 0.9892 0.0849 8
-0.4593 0.9863 0.0849 8
-0.4721 0.9825 0.0872 8
-0.4848 0.9896 0.0882 8
-0.2571 0.9869 0.0845 8
-0.2867 0.9852 0.0859 8
-0.5906 0.9906 0.0860 8
-0.3057 0.9877 0.0862 8
-0.5021 0.9856 0.0855 7
-0.4753 0.9928 0.0841 7
-0.6182 0.9825 0.0849 7
-0.4800 0.9877 0.0877 8
-0.5450 0.9890 0.0882 9
-0.2826 0.9877 0.0882 8
-0.3277 0.9846 0.0893 8
-0.7082 0.9907 0.0856 9
-0.5217 0.9809 0.0844 9
-0.5933 0.9863 0.0871 9
-0.2167 0.9830 0.0844 8
-0.3857 0.9912 0.0881 7
-0.1756 0.9934 0.0875 7
-0.7703 0.9876 0.0912 7
-0.4761 0.9750 0.0929 9
-0.4359 0.9903 0.0912 8
-0.6961 0.9870 0.0886 8
-0.2971 0.9853 0.0888 7
-0.4703 0.9809 0.0879 7
-0.6373 0.9860 0.0904 9
-0.6024 0.9819 0.0896 8
-0.1842 0.9894 0.0922 8
-0.4464 0.9787 0.0925 9
-0.2339 0.9848 0.0911 6
-0.5037 0.9861 0.0900 9
-0.4602 0.9858 0.0906 8
-0.3957 0.9844 0.0884 8
-0.6169 0.9867 0.0882 8
-0.3948 0.9901 0.0877 8
-0.5154 0.9876 0.0884 8
-0.4777 0.9852 0.0873 8
-0.3796 0.9915 0.0854 8
-0.5855 0.9919 0.0821 8
-0.2004 0.9944 0.0826 9
-0.3435 0.9868 0.0830 7
-0.2657 0.9880 0.0837 9
-0.3901 0.9861 0.0831 8
-0.5244 0.9844 0.0809 8
-0.6205 0.9903 0.0818 8
-0.4452 0.9857 0.0834 11
-0.5263 0.9836 0.0846 7
-0.6102 0.9847 0.0879 8
-0.4537 0.9860 0.0881 10
-0.3771 0.9810 0.0852 9
-0.5216 0.9897 0.0884 8
-0.5497 0.9825 0.0872 8
-0.5575 0.9836 0.0888 7
-0.4407 0.9813 0.0913 8
-0.3684 0.9806 0.0931 7
-0.4185 0.9904 0.0936 9
-0.6317 0.9881 0.0938 9
-0.1253 0.9839 0.0969 8
-0.2344 0.9859 0.0965 7
-0.2794 0.9933 0.0995 9
-0.2363 0.9873 0.0955 9
-0.5908 0.9864 0.0927 8
-0.3258 0.9847 0.0935 9
-0.5431 0.9817 0.0914 10
-0.6660 0.9854 0.0899 9
-0.3993 0.9825 0.0946 9
-0.4250 0.9902 0.0971 7
-0.1069 0.9877 0.0957 11
-0.4436 0.9816 0.0940 7
-0.4429 0.9838 0.0945 7
-0.5267 0.9800 0.0956 7
-0.3240 0.9838 0.0934 7
-0.4365 0.9824 0.0914 8
-0.3428 0.9847 0.0960 7
-0.4326 0.9827 0.0972 8
-0.3436 0.9794 0.0979 9
-0.3654 0.9905 0.0920 8
-0.8288 0.9915 0.0961 8
-0.5257 0.9818 0.0956 8
-0.5272 0.9840 0.0968 8
-0.4834 0.9935 0.0948 7
-0.1930 0.9835 0.0988 9
-0.4813 0.9844 0.0987 8
-0.3289 0.9829 0.0968 8
-0.6009 0.9858 0.0958 9
-0.4980 0.9835 0.0950 8
-0.4819 0.9821 0.0970 9
-0.4753 0.9836 0.0966 7
-0.5023 0.9851 0.0991 11
-0.4419 0.9868 0.0954 7
-0.5712 0.9858 0.0944 8
-0.4488 0.9837 0.0977 7
-0.5427 0.9878 0.0960 8
-0.3055 0.9866 0.0969 8
-0.2430 0.9866 0.0973 7
-0.6157 0.9842 0.0974 8
-0.5261 0.9859 0.0978 8
-0.3974 0.9863 0.0993 7
-0.4786 0.9796 0.1008 8
-0.2841 0.9801 0.1022 8
-0.6020 0.9880 0.1051 8
-0.6539 0.9890 0.1008 8
-0.3757 0.9795 0.1009 8
-0.3935 0.9811 0.1034 8
-0.3318 0.9890 0.1042 8
-0.1182 0.9883 0.1036 9
-0.4095 0.9796 0.1055 8
-0.1872 0.9825 0.1085 7
-0.8148 0.9852 0.1067 9
-0.3192 0.9799 0.1052 7
-0.6495 0.9858 0.1050 8
-0.3576 0.9848 0.1053 8
-0.5262 0.9900 0.1030 8
-0.4865 0.9746 0.1017 7
-0.4483 0.9791 0.1034 8
-0.3921 0.9797 0.1021 8
-0.5025 0.9810 0.1026 7
-0.4353 0.9791 0.1040 8
-0.5024 0.9784 0.1065 7
-0.5466 0.9774 0.1092 9
-0.5122 0.9822 0.1074 10
-0.2908 0.9826 0.1075 7
-0.6715 0.9861 0.1064 8
-0.5437 0.9740 0.1074 9
-0.5779 0.9812 0.1096 7
-0.5343 0.9808 0.1103 8
-0.4165 0.9820 0.1094 8
-0.5783 0.9793 0.1103 8
-0.7292 0.9843 0.1081 7
-0.4598 0.9832 0.1074 7
-0.3855 0.9772 0.1039 7
-0.3854 0.9838 0.1043 7
-0.3948 0.9834 0.1059 8
-0.4573 0.9754 0.1038 9
-0.5134 0.9842 0.0999 9
-0.7127 0.9802 0.1024 8
-0.3493 0.9807 0.1003 8
-0.4236 0.9804 0.1023 8
-0.3313 0.9763 0.1053 8
-0.2755 0.9830 0.1026 8
-0.7356 0.9854 0.1043 10
-0.2994 0.9823 0.1066 8
-0.3022 0.9690 0.1035 9
-0.4733 0.9780 0.1042 9
-0.3962 0.9758 0.1047 11
-0.3205 0.9853 0.1053 6
-0.4046 0.9799 0.1050 7
-0.3714 0.9794 0.1013 8
-0.4929 0.9857 0.1016 9
-0.4020 0.9827 0.0998 9
-0.4779 0.9878 0.1043 10
-0.2762 0.9761 0.1048 10
-0.4321 0.9887 0.1046 8
-0.8764 0.9945 0.1017 8
0.1074 0.9897 0.1045 10
-0.4945 0.9750 0.1048 11
-0.4431 0.9777 0.1040 7
-0.2627 0.9763 0.1086 8
-0.4629 0.9776 0.1042 10
-0.2244 0.9828 0.1043 7
-0.3702 0.9851 0.1093 7
-0.3155 0.9865 0.1099 8
-0.2574 0.9876 0.1107 7
-0.4876 0.9785 0.1098 8
-0.5279 0.9835 0.1115 9
-0.2119 0.9869 0.1128 8
-0.4892 0.9787 0.1104 7
-0.2214 0.9798 0.1095 9
-0.4663 0.9846 0.1117 8
-0.4599 0.9837 0.1161 9
-0.5822 0.9768 0.1112 8
-0.6670 0.9812 0.1124 8
-0.5277 0.9761 0.1060 9
-0.1645 0.9864 0.1086 9
-0.7166 0.9816 0.1105 8
-0.3499 0.9865 0.1076 10
-0.6185 0.9797 0.1069 8
-0.4773 0.9748 0.1097 7
-0.4726 0.9835 0.1097 8
-0.2317 0.9848 0.1083 7
-0.4653 0.9804 0.1082 7
-0.6645 0.9836 0.1064 9
-0.4390 0.9811 0.1063 9
-0.2805 0.9823 0.1074 7
-0.4035 0.9797 0.1065 9
-0.2724 0.9797 0.1072 8
-0.4319 0.9778 0.0998 13
-0.4634 0.9802 0.0979 8
-0.4914 0.9834 0.0982 9
-0.3861 0.9858 0.1029 8
-0.3634 0.9818 0.0985 8
-0.3418 0.9836 0.0977 8
-0.4705 0.9889 0.0970 11
-0.3152 0.9854 0.0953 7
-0.2136 0.9833 0.0990 9
-0.5555 0.9790 0.0973 8
-0.4637 0.9825 0.0981 8
-0.5998 0.9929 0.0997 9
-0.1225 0.9896 0.0960 10
-0.3086 0.9833 0.0952 7
-0.4299 0.9891 0.0962 7
-0.7866 0.9892 0.0974 9
-0.3410 0.9790 0.0971 8
-0.4959 0.9834 0.0970 10
-0.5876 0.9918 0.0961 8
-0.1589 0.9903 0.0949 7
-0.6944 0.9840 0.0910 8
-0.5472 0.9869 0.0925 7
-0.7358 0.9897 0.0922 8
-0.5694 0.9897 0.0912 7
-0.2076 0.9908 0.0909 8
-0.2340 0.9862 0.0892 6
-0.5000 0.9900 0.0916 9
-0.1747 0.9888 0.0918 7
-0.1810 0.9836 0.0906 10
-0.4200 0.9864 0.0916 8
-0.1403 0.9902 0.0911 9
-0.6693 0.9911 0.0905 9
-0.9009 0.9914 0.0969 7
-0.7285 0.9857 0.0991 8
-0.3775 0.9833 0.1016 9
-0.3289 0.9802 0.1028 9
-0.6362 0.9865 0.0999 8
-0.5340 0.9813 0.0992 9
-0.6584 0.9874 0.1003 7
-0.4100 0.9823 0.0981 8
-0.3878 0.9875 0.0940 7
-0.3427 0.9865 0.0904 7
